0 10.403 10.403
0 0 10
0 -0.0041916 -0.0041916
0.02 -0.0040231 -0.0040231
0.04 -0.0038293 -0.0038293
0.06 -0.0036135 -0.0036135
0.08 -0.0033787 -0.0033787
0.1 -0.0031281 -0.0031281
0.12 -0.002865 -0.002865
0.14 -0.0025926 -0.0025926
0.16 -0.0023142 -0.0023142
0.18 -0.0020329 -0.0020329
0.2 -0.0017519 -0.0017519
0.22 -0.0014741 -0.0014741
0.24 -0.0012023 -0.0012023
0.26 -0.00093929 -0.00093929
0.28 -0.00068749 -0.00068749
0.3 -0.00044917 -0.00044917
0.32 -0.00022636 -0.00022636
0.34 -2.0843e-05 -2.0843e-05
0.36 0.00016587 0.00016587
0.38 0.00033254 0.00033254
0.4 0.0004782 0.0004782
0.42 0.00060219 0.00060219
0.44 0.00070411 0.00070411
0.46 0.00078384 0.00078384
0.48 0.00084154 0.00084154
0.5 0.00087763 0.00087763
0.52 0.00089278 0.00089278
0.54 0.0008879 0.0008879
0.56 0.00086411 0.00086411
0.58 0.00082271 0.00082271
0.6 0.00076521 0.00076521
0.62 0.00069323 0.00069323
0.64 0.00060855 0.00060855
0.66 0.00051303 0.00051303
0.68 0.0004086 0.0004086
0.7 0.00029726 0.00029726
0.72 0.00018099 0.00018099
0.74 6.1794e-05 6.1794e-05
0.76 -5.836e-05 -5.836e-05
0.78 -0.00017757 -0.00017757
0.8 -0.00029401 -0.00029401
0.82 -0.00040595 -0.00040595
0.84 -0.0005118 -0.0005118
0.86 -0.00061009 -0.00061009
0.88 -0.00069951 -0.00069951
0.9 -0.00077893 -0.00077893
0.92 -0.00084738 -0.00084738
0.94 -0.0009041 -0.0009041
0.96 -0.00094851 -0.00094851
0.98 -0.00098021 -0.00098021
1 -0.00099902 -0.00099902
1.02 -0.0010049 -0.0010049
1.04 -0.00099817 -0.00099817
1.06 -0.00097906 -0.00097906
1.08 -0.00094817 -0.00094817
1.1 -0.00090619 -0.00090619
1.12 -0.00085396 -0.00085396
1.14 -0.00079247 -0.00079247
1.16 -0.00072278 -0.00072278
1.18 -0.00064609 -0.00064609
1.2 -0.00056365 -0.00056365
1.22 -0.00047677 -0.00047677
1.24 -0.00038679 -0.00038679
1.26 -0.00029508 -0.00029508
1.28 -0.000203 -0.000203
1.3 -0.00011187 -0.00011187
1.32 -2.3005e-05 -2.3005e-05
1.34 6.2375e-05 6.2375e-05
1.36 0.00014311 0.00014311
1.38 0.00021813 0.00021813
1.4 0.00028649 0.00028649
1.42 0.00034733 0.00034733
1.44 0.00039993 0.00039993
1.46 0.00044372 0.00044372
1.48 0.00047826 0.00047826
1.5 0.00050324 0.00050324
1.52 0.0005185 0.0005185
1.54 0.00052406 0.00052406
1.56 0.00052003 0.00052003
1.58 0.0005067 0.0005067
1.6 0.00048447 0.00048447
1.62 0.00045387 0.00045387
1.64 0.00041555 0.00041555
1.66 0.00037024 0.00037024
1.68 0.00031879 0.00031879
1.7 0.0002621 0.0002621
1.72 0.00020115 0.00020115
1.74 0.00013696 0.00013696
1.76 7.0575e-05 7.0575e-05
1.78 3.0596e-06 3.0596e-06
1.8 -6.4523e-05 -6.4523e-05
1.82 -0.00013113 -0.00013113
1.84 -0.00019574 -0.00019574
1.86 -0.00025739 -0.00025739
1.88 -0.00031517 -0.00031517
1.9 -0.00036826 -0.00036826
1.92 -0.00041589 -0.00041589
1.94 -0.0004574 -0.0004574
1.96 -0.00049225 -0.00049225
1.98 -0.00051999 -0.00051999
2 -0.00054027 -0.00054027
2.02 -0.00055289 -0.00055289
2.04 -0.00055775 -0.00055775
2.06 -0.00055485 -0.00055485
2.08 -0.00054435 -0.00054435
2.1 -0.00052648 -0.00052648
2.12 -0.00050161 -0.00050161
2.14 -0.00047018 -0.00047018
2.16 -0.00043275 -0.00043275
2.18 -0.00038996 -0.00038996
2.2 -0.00034249 -0.00034249
2.22 -0.00029112 -0.00029112
2.24 -0.00023666 -0.00023666
2.26 -0.00017997 -0.00017997
2.28 -0.00012191 -0.00012191
2.3 -6.3361e-05 -6.3361e-05
2.32 -5.2089e-06 -5.2089e-06
2.34 5.1688e-05 5.1688e-05
2.36 0.0001065 0.0001065
2.38 0.00015843 0.00015843
2.4 0.00020676 0.00020676
2.42 0.0002508 0.0002508
2.44 0.00028996 0.00028996
2.46 0.00032372 0.00032372
2.48 0.00035165 0.00035165
2.5 0.00037342 0.00037342
2.52 0.00038879 0.00038879
2.54 0.00039762 0.00039762
2.56 0.00039988 0.00039988
2.58 0.00039564 0.00039564
2.6 0.00038505 0.00038505
2.62 0.00036838 0.00036838
2.64 0.00034598 0.00034598
2.66 0.00031829 0.00031829
2.68 0.00028581 0.00028581
2.7 0.00024913 0.00024913
2.72 0.00020888 0.00020888
2.74 0.00016576 0.00016576
2.76 0.00012049 0.00012049
2.78 7.3814e-05 7.3814e-05
2.8 2.6506e-05 2.6506e-05
2.82 -2.0667e-05 -2.0667e-05
2.84 -6.6947e-05 -6.6947e-05
2.86 -0.0001116 -0.0001116
2.88 -0.00015391 -0.00015391
2.9 -0.00019322 -0.00019322
2.92 -0.00022892 -0.00022892
2.94 -0.00026046 -0.00026046
2.96 -0.00028736 -0.00028736
2.98 -0.00030922 -0.00030922
3 -0.00032571 -0.00032571
3.02 -0.00033662 -0.00033662
3.04 -0.00034179 -0.00034179
3.06 -0.00034118 -0.00034118
3.08 -0.00033482 -0.00033482
3.1 -0.00032286 -0.00032286
3.12 -0.00030551 -0.00030551
3.14 -0.00028308 -0.00028308
3.16 -0.00025597 -0.00025597
3.18 -0.00022463 -0.00022463
3.2 -0.0001896 -0.0001896
3.22 -0.00015146 -0.00015146
3.24 -0.00011086 -0.00011086
3.26 -6.8459e-05 -6.8459e-05
3.28 -2.4976e-05 -2.4976e-05
3.3 1.8866e-05 1.8866e-05
3.32 6.2337e-05 6.2337e-05
3.34 0.00010471 0.00010471
3.36 0.00014526 0.00014526
3.38 0.00018332 0.00018332
3.4 0.00021823 0.00021823
3.42 0.00024938 0.00024938
3.44 0.00027622 0.00027622
3.46 0.00029828 0.00029828
3.48 0.00031514 0.00031514
3.5 0.00032645 0.00032645
3.52 0.00033197 0.00033197
3.54 0.00033153 0.00033153
3.56 0.00032505 0.00032505
3.58 0.00031255 0.00031255
3.6 0.00029413 0.00029413
3.62 0.00026998 0.00026998
3.64 0.00024038 0.00024038
3.66 0.0002057 0.0002057
3.68 0.00016637 0.00016637
3.7 0.00012291 0.00012291
3.72 7.5903e-05 7.5903e-05
3.74 2.5972e-05 2.5972e-05
3.76 -2.6199e-05 -2.6199e-05
3.78 -7.9892e-05 -7.9892e-05
3.8 -0.00013436 -0.00013436
3.82 -0.00018885 -0.00018885
3.84 -0.00024258 -0.00024258
3.86 -0.0002948 -0.0002948
3.88 -0.00034476 -0.00034476
3.9 -0.00039173 -0.00039173
3.92 -0.00043504 -0.00043504
3.94 -0.00047406 -0.00047406
3.96 -0.00050818 -0.00050818
3.98 -0.00053691 -0.00053691
4 -0.0005598 -0.0005598
4.02 -0.00057646 -0.00057646
4.04 -0.00058663 -0.00058663
4.06 -0.00059009 -0.00059009
4.08 -0.00058673 -0.00058673
4.1 -0.00057654 -0.00057654
4.12 -0.00055957 -0.00055957
4.14 -0.000536 -0.000536
4.16 -0.00050607 -0.00050607
4.18 -0.0004701 -0.0004701
4.2 -0.00042851 -0.00042851
4.22 -0.00038178 -0.00038178
4.24 -0.00033045 -0.00033045
4.26 -0.00027514 -0.00027514
4.28 -0.00021649 -0.00021649
4.3 -0.0001552 -0.0001552
4.32 -9.2009e-05 -9.2009e-05
4.34 -2.7655e-05 -2.7655e-05
4.36 3.71e-05 3.71e-05
4.38 0.0001015 0.0001015
4.4 0.0001648 0.0001648
4.42 0.00022626 0.00022626
4.44 0.0002852 0.0002852
4.46 0.00034096 0.00034096
4.48 0.00039294 0.00039294
4.5 0.00044057 0.00044057
4.52 0.00048339 0.00048339
4.54 0.00052097 0.00052097
4.56 0.00055298 0.00055298
4.58 0.00057916 0.00057916
4.6 0.00059933 0.00059933
4.62 0.0006134 0.0006134
4.64 0.00062136 0.00062136
4.66 0.00062329 0.00062329
4.68 0.00061935 0.00061935
4.7 0.00060978 0.00060978
4.72 0.00059489 0.00059489
4.74 0.00057506 0.00057506
4.76 0.00055075 0.00055075
4.78 0.00052245 0.00052245
4.8 0.00049072 0.00049072
4.82 0.00045615 0.00045615
4.84 0.00041937 0.00041937
4.86 0.00038101 0.00038101
4.88 0.00034174 0.00034174
4.9 0.00030221 0.00030221
4.92 0.00026308 0.00026308
4.94 0.00022499 0.00022499
4.96 0.00018853 0.00018853
4.98 0.0001543 0.0001543
5 0.00012281 0.00012281
5.02 9.4554e-05 9.4554e-05
5.04 6.9951e-05 6.9951e-05
5.06 4.9362e-05 4.9362e-05
5.08 3.3081e-05 3.3081e-05
5.1 2.1328e-05 2.1328e-05
5.12 1.425e-05 1.425e-05
5.14 1.1918e-05 1.1918e-05
5.16 1.4326e-05 1.4326e-05
5.18 2.1392e-05 2.1392e-05
5.2 3.2958e-05 3.2958e-05
5.22 4.8799e-05 4.8799e-05
5.24 6.8618e-05 6.8618e-05
5.26 9.2059e-05 9.2059e-05
5.28 0.00011871 0.00011871
5.3 0.0001481 0.0001481
5.32 0.00017972 0.00017972
5.34 0.00021303 0.00021303
5.36 0.00024747 0.00024747
5.38 0.00028244 0.00028244
5.4 0.00031735 0.00031735
5.42 0.00035159 0.00035159
5.44 0.00038459 0.00038459
5.46 0.00041576 0.00041576
5.48 0.00044457 0.00044457
5.5 0.0004705 0.0004705
5.52 0.00049309 0.00049309
5.54 0.0005119 0.0005119
5.56 0.00052657 0.00052657
5.58 0.0005368 0.0005368
5.6 0.00054234 0.00054234
5.62 0.00054301 0.00054301
5.64 0.00053871 0.00053871
5.66 0.00052939 0.00052939
5.68 0.00051508 0.00051508
5.7 0.0004959 0.0004959
5.72 0.00047201 0.00047201
5.74 0.00044365 0.00044365
5.76 0.0004111 0.0004111
5.78 0.00037474 0.00037474
5.8 0.00033495 0.00033495
5.82 0.00029218 0.00029218
5.84 0.00024693 0.00024693
5.86 0.0001997 0.0001997
5.88 0.00015103 0.00015103
5.9 0.00010147 0.00010147
5.92 5.1568e-05 5.1568e-05
5.94 1.8837e-06 1.8837e-06
5.96 -4.7047e-05 -4.7047e-05
5.98 -9.4703e-05 -9.4703e-05
6 -0.00014059 -0.00014059
6.02 -0.00018426 -0.00018426
6.04 -0.00022528 -0.00022528
6.06 -0.00026329 -0.00026329
6.08 -0.00029798 -0.00029798
6.1 -0.00032908 -0.00032908
6.12 -0.0003564 -0.0003564
6.14 -0.0003798 -0.0003798
6.16 -0.00039922 -0.00039922
6.18 -0.00041464 -0.00041464
6.2 -0.00042613 -0.00042613
6.22 -0.00043381 -0.00043381
6.24 -0.00043787 -0.00043787
6.26 -0.00043855 -0.00043855
6.28 -0.00043615 -0.00043615
6.3 -0.00043101 -0.00043101
6.32 -0.00042352 -0.00042352
