0 -698.33 -692.98 -687.63 -682.27 -676.92 -671.57 -666.22 -660.87 -655.52 -650.17 -644.82 -639.46 -634.11 -628.76 -623.41 -618.06 -612.71 -607.36 -602.01 -596.66 -591.3 -585.95 -580.6 -575.25 -569.9 -564.55 -559.2 -553.85 -548.49 -543.14 -537.79 -532.44 -527.09 -521.74 -516.39 -511.04 -505.69 -500.33 -494.98 -489.63 -484.28 -478.93 -473.58 -468.23 -462.88 -457.53 -452.17 -446.82 -441.47 -436.12 -430.77 -425.42 -420.07 -414.72 -409.36 -404.01 -398.66 -393.31 -387.96 -382.61 -377.26 -371.91 -366.56 -361.2 -355.85 -350.5 -345.15 -339.8 -334.45 -329.1 -323.75 -318.39 -313.04 -307.69 -302.34 -296.99 -291.64 -286.29 -280.94 -275.59 -270.23 -264.88 -259.53 -254.18 -248.83 -243.48 -238.13 -232.78 -227.42 -222.07 -216.72 -211.37 -206.02 -200.67 -195.32 -189.97 -184.62 -179.26 -173.91 -168.56 -163.21 -157.86 -152.51 -147.16 -141.81 -136.45 -131.1 -125.75 -120.4 -115.05 -109.7 -104.35 -98.997 -93.645 -88.294 -82.943 -77.592 -72.241 -66.89 -61.538 -56.187 -50.836 -45.485 -40.134 -34.783 -29.431 -24.08 -18.729 -13.378 -8.0268 -2.6756 2.6756 8.0268 13.378 18.729 24.08 29.431 34.783 40.134 45.485 50.836 56.187 61.538 66.89 72.241 77.592 82.943 88.294 93.645 98.997 104.35 109.7 115.05 120.4 125.75 131.1 136.45 141.81 147.16 152.51 157.86 163.21 168.56 173.91 179.26 184.62 189.97 195.32 200.67 206.02 211.37 216.72 222.07 227.42 232.78 238.13 243.48 248.83 254.18 259.53 264.88 270.23 275.59 280.94 286.29 291.64 296.99 302.34 307.69 313.04 318.39 323.75 329.1 334.45 339.8 345.15 350.5 355.85 361.2 366.56 371.91 377.26 382.61 387.96 393.31 398.66 404.01 409.36 414.72 420.07 425.42 430.77 436.12 441.47 446.82 452.17 457.53 462.88 468.23 473.58 478.93 484.28 489.63 494.98 500.33 505.69 511.04 516.39 521.74 527.09 532.44 537.79 543.14 548.49 553.85 559.2 564.55 569.9 575.25 580.6 585.95 591.3 596.66 602.01 607.36 612.71 618.06 623.41 628.76 634.11 639.46 644.82 650.17 655.52 660.87 666.22 671.57 676.92 682.27 687.63 692.98 698.33
0 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649
0 -0.11251 -0.11349 -0.31598 -0.19708 0.16151 0.49159 0.56575 0.81642 0.32568 0.46321 0.27332 0.38009 0.16072 0.036528 0.092475 -0.13542 -0.22965 -0.16039 0.34579 0.49723 0.80314 0.69468 0.6421 1.0738 1.1273 1.195 0.91878 0.94935 0.98475 0.80773 0.61312 0.062478 0.093994 0.28138 0.2456 0.065679 0.2444 0.40046 0.1005 -0.12727 0.14088 0.4766 0.73163 0.9239 0.90841 0.35483 0.32955 0.10912 -0.2842 -0.69442 -1.192 -1.6951 -2.0448 -2.118 -1.5011 -0.87312 -0.61928 -0.67409 -0.55372 -0.27373 -0.56204 -0.57159 -0.49154 -0.25689 0.17656 -0.20377 0.45022 0.59183 0.49194 0.79741 1.0575 1.0837 1.3833 1.5258 1.8103 1.9867 2.0394 2.2515 2.2983 2.2122 1.7861 1.7038 1.4619 1.3951 1.0319 1.3756 0.79883 -0.14079 -0.51697 -0.98123 -1.3476 -1.7794 -1.8596 -1.9703 -2.058 -1.6523 -1.3372 -1.1075 -0.35786 0.29606 0.25714 0.16644 0.18991 0.23694 -0.071071 -0.62681 -0.73164 -0.47581 -0.47581 -0.25846 -0.50786 -0.58058 -0.67495 -1.0227 -0.46013 -0.17155 0.43517 0.81606 1.1654 1.2728 1.3268 1.096 1.253 0.97867 1.2184 1.3294 0.78423 0.23392 -0.28296 -0.98016 -1.6807 -1.8036 -1.649 -1.1511 -1.0792 -0.62798 0.24217 0.80094 1.1204 0.86006 1.0694 0.69623 -0.11504 -0.28528 -0.27789 -0.59629 0.050613 -0.39653 -0.78367 -1.0189 -0.74293 -0.90666 -0.82556 -0.5471 -0.41152 -0.70457 -0.95112 -0.7364 -0.55691 -0.16216 0.60126 1.0483 1.0428 1.3908 1.2691 0.94825 0.086124 -0.029102 -0.049088 0.021269 0.050541 -0.24543 -0.35686 -1.0001 -1.063 -1.2897 -1.0041 -1.0865 -0.73807 -0.6395 -0.5423 -0.53137 -0.96248 -1.0473 -1.1263 -1.4161 -1.5752 -1.4682 -1.8698 -1.9551 -2.1004 -1.8227 -1.3562 -1.2599 -0.60525 -0.50668 -0.43357 -0.66867 -0.48509 -0.51137 -0.32348 0.037414 0.24097 -0.10702 -0.46378 -0.19127 -0.044897 -0.14644 -0.037016 0.050049 0.042181 -0.15085 -0.19872 0.3713 0.2578 0.68419 0.46482 0.068431 0.17833 -0.13756 0.0013982 -0.20518 -0.10072 -0.33153 -0.21852 -0.25027 -0.027949 0.010887 0.52875 0.83161 1.0748 1.4229 1.2146 0.55164 0.35698 0.61949 0.23873 0.15329 0.090206 0.48329 0.66486 0.83598 1.2438 1.1825 1.1984 0.81082 0.65991 -0.11929 -0.69059 -0.77902 -1.0066 -1.3762 -1.4437 -1.3049 -0.94325 -1.0028 -0.95068 -0.8008 -0.88841 -1.3278 -1.4745 -1.4885
0.5 0.50869 0.2965 0.28492 0.68144 1.0055 1.621 1.8496 1.5799 1.654 1.237 0.9631 0.51459 0.16511 0.078615 -0.026696 0.26831 0.24053 0.57237 0.79771 0.98504 1.218 1.0145 1.477 1.6074 1.5695 1.3641 1.3394 1.1325 0.93989 1.0315 0.77323 0.016063 -0.63009 -0.8813 -0.83097 -0.49074 -0.41363 -0.11671 -0.21974 0.35376 0.9317 1.2078 1.3615 1.3998 1.1269 0.8302 0.24273 -0.3398 -0.3501 -0.8154 -1.2241 -1.3466 -1.2327 -1.2083 -1.0549 -0.76377 -0.34085 -0.18069 -0.13638 0.034471 -0.37354 -0.6775 -0.66843 -0.4674 -0.15843 0.070899 0.66774 0.6733 0.74837 0.87999 1.2562 1.4485 1.9134 1.7391 1.4997 1.5851 1.2889 1.3445 1.6403 1.6973 1.9837 1.6097 1.7394 1.5888 1.2032 0.95429 0.44849 -0.020189 -0.15594 -0.29245 -0.22537 -0.49644 -0.8021 -1.3307 -1.2914 -1.1053 -0.44297 -0.1493 0.076661 0.60819 1.0579 0.66126 0.11098 -0.061578 -0.15082 -0.59115 -0.83536 -0.70931 -0.91822 -0.70994 -0.75997 -0.70235 -0.72472 -0.41547 -0.028609 -0.12901 0.07083 0.85098 1.2422 1.4583 1.6361 1.7924 1.6704 1.4783 1.0848 0.85632 0.71437 0.27036 -0.60932 -1.1431 -1.4337 -1.5756 -1.63 -0.90861 -0.90355 -0.8656 -0.3596 -0.14064 -0.44588 -0.44295 -0.30203 -0.56868 -0.74572 -0.83481 -0.82206 -0.78074 -0.81621 -0.81148 -0.83931 -1.1114 -0.9058 -1.0494 -0.96377 -1.1968 -0.87591 -0.63464 -0.92455 -0.43876 -0.22849 0.19606 0.52366 1.4558 1.7846 1.3552 0.82994 0.36391 0.062561 -0.53457 -0.413 -0.10054 -0.12503 -0.30915 -0.28435 -0.9273 -0.65413 -0.70037 -0.2579 -0.19925 -0.10725 0.29744 0.52404 0.34045 0.28427 0.069072 -0.20949 -0.11156 -0.53277 -0.70427 -0.85183 -1.1117 -1.7743 -1.4115 -1.1866 -0.93585 -1.0168 -0.63844 -0.84246 -1.0434 -0.77086 -0.76333 -0.24953 0.21994 0.65573 0.64453 0.33255 0.53447 0.60536 0.30026 0.20485 0.11802 -0.1518 -0.017159 0.12778 0.45195 0.72889 0.93062 0.56484 0.45795 0.11842 0.038014 -0.49419 -0.38638 -0.099534 -0.20378 -0.10898 -0.28036 -0.41905 0.086278 0.26592 0.61108 1.0589 1.551 1.4439 0.65274 0.14843 0.37973 0.5538 0.50258 0.58074 1.1417 1.5565 1.8534 1.7204 1.6889 1.4896 1.0727 0.5226 -0.26926 -0.72179 -0.68094 -0.73109 -0.68293 -0.78832 -0.68387 -0.4076 -0.85743 -1.0391 -1.0572 -1.0529 -1.6015 -1.7677 -1.7157
1 0.80426 0.87585 1.1758 1.5244 2.0672 2.3967 2.4812 2.1335 2.1268 1.6297 1.0939 0.66051 0.30001 0.14444 0.041959 0.3563 0.99598 1.2157 1.302 1.678 1.4578 1.6944 1.7968 1.6363 1.4213 1.2572 1.3283 1.1913 0.74468 0.62609 0.42446 0.19052 -0.69442 -1.4181 -1.3534 -1.0755 -1.2355 -0.98929 -0.3397 0.47577 0.90459 1.341 1.34 1.0623 0.99877 0.90791 0.16445 -0.42877 -0.40681 -0.52279 -0.86573 -0.48769 -0.066168 0.059697 -0.3826 -0.70254 -0.26875 -0.060749 0.028042 -0.21564 -0.15232 -0.2638 -0.33411 -0.28713 -0.43706 0.39687 0.33632 0.68648 0.88294 0.73147 0.92787 1.3057 1.2238 1.1237 0.92977 0.81537 0.58695 0.54028 0.80678 0.97124 1.3051 1.5363 1.3368 1.0947 0.93927 0.15726 -0.10673 0.080857 -0.025784 0.19681 0.33716 0.57467 0.19053 0.081495 0.061354 0.16425 0.55108 0.96247 0.70568 0.72953 1.149 0.95436 0.34806 -0.20513 -0.18465 -0.42167 -0.67341 -0.92708 -0.94357 -1.0199 -0.74179 -0.66146 -0.65608 -0.066992 -0.086651 -0.076968 -0.21978 0.24885 0.88197 1.2342 1.5099 1.9269 1.7482 1.7055 0.80205 0.34072 0.34592 -0.13748 -0.51706 -1.0076 -0.69432 -0.67396 -0.55253 -0.48332 -0.14301 -0.4027 -1.0471 -1.3946 -1.8341 -1.6662 -1.6428 -1.482 -1.4404 -1.2287 -1.0293 -0.83153 -1.4735 -0.89039 -0.62547 -0.64011 -0.85739 -0.67214 -0.87732 -0.96935 -0.95706 -0.70526 -0.28709 -0.010296 0.54621 0.89864 1.0645 1.4367 1.6843 1.0954 0.2089 -0.080547 0.095943 -0.12405 -0.28575 0.0099542 0.12829 0.047979 -0.36266 -0.14756 -0.13334 0.21476 0.39686 0.74041 0.88664 0.98001 1.0805 1.2884 1.2443 1.1113 1.0783 0.85077 0.45091 0.050617 0.27032 -0.22491 -0.34281 -0.43563 -0.31466 -0.17479 -0.61462 -0.77726 -0.83067 -0.86243 -0.66971 -0.27045 0.086798 0.13406 0.42647 0.97951 1.1773 1.0592 1.1065 0.94526 0.5411 0.39842 0.36387 0.41239 0.56801 0.45284 0.77562 0.35323 0.42695 0.74934 0.29765 0.049857 -0.37086 -0.50068 -0.32737 0.011366 -0.13834 -0.19011 -0.26887 0.15632 0.24253 0.36689 0.65619 0.78717 0.78985 0.59069 0.16719 0.047788 0.84856 1.1799 1.4764 1.8475 2.4458 2.5928 2.0264 2.0542 1.5372 0.9809 0.43565 0.064751 -0.14426 -0.46003 -0.32261 -0.3182 -0.32527 0.12758 0.069054 -0.26138 -0.66351 -0.88613 -1.0932 -1.1618 -1.1157 -0.93462
1.5 1.3627 1.4998 1.9677 2.1516 2.4053 2.4198 2.2994 2.1357 1.8968 1.6433 1.2008 0.86797 0.83753 0.73624 0.82508 1.1116 1.7295 1.9254 1.8269 1.8754 1.9556 2.126 1.9116 1.4538 1.2427 0.94634 1.0056 0.95467 0.69448 0.24686 0.16441 -0.073886 -0.38779 -0.95955 -1.162 -1.4171 -1.2739 -1.1821 -0.24274 0.3299 0.67432 0.88943 0.84022 0.74202 0.47037 0.3107 0.015748 -0.13784 -0.16484 0.15623 0.39611 0.51542 0.79532 1.0054 0.28252 -0.29549 -0.46029 -0.16965 -0.068282 -0.15524 0.18933 0.33698 0.095713 -0.010101 0.22898 0.41731 0.37572 0.6871 0.41037 0.55197 0.59461 0.75093 0.11621 0.26522 0.44243 -0.08776 -0.11679 -0.24106 -0.13051 0.19892 0.42232 0.64388 0.76879 0.3364 -0.10976 -0.61795 -0.43628 -0.10439 0.19643 0.5843 0.58431 0.67047 0.92285 1.1774 1.2083 1.4885 1.7063 1.735 1.2136 0.88386 0.60798 0.72325 0.61246 0.078814 -0.13224 -0.24762 -0.27909 -0.79554 -0.60761 -1.0374 -0.78235 -0.52125 -0.17246 -0.14039 -0.21196 -0.010456 -0.054874 -0.078505 0.43955 0.9251 0.99205 1.053 1.2603 0.84226 0.41136 -0.092809 -0.37716 -0.58075 -0.52507 -0.37127 -0.027332 0.34612 0.84721 0.39171 0.35835 -0.065896 -1.2388 -2.2483 -2.4259 -2.4702 -2.4651 -1.9841 -1.3951 -1.067 -0.9134 -0.90768 -1.1915 -1.0067 -0.40471 -0.024943 -0.44588 -0.37288 -0.26912 -0.44798 -0.67088 -0.26686 0.81604 1.0094 1.6246 1.7547 1.5522 1.2027 1.1561 0.5174 0.18152 0.053718 0.28701 0.53226 0.28561 0.19459 0.22838 0.41343 0.19967 0.64153 0.69571 1.0941 0.9555 1.215 1.5242 1.4468 1.5794 1.6486 1.6994 1.6553 1.5836 1.3156 1.0243 0.7925 0.87179 0.76366 1.036 0.66264 0.69026 0.47053 0.24572 -0.221 -0.20241 -0.16879 -0.26964 0.26881 0.28937 0.33693 0.57251 0.96729 1.6568 1.4237 1.2465 1.1968 1.0146 1.0492 1.3649 1.0792 0.78486 0.35514 0.16887 -0.18423 -0.045191 0.11792 0.067762 -0.50205 -0.43395 -0.56572 -0.64417 -0.42002 -0.12882 0.19851 0.42698 0.11321 0.20727 0.094901 0.040496 -0.11737 -0.082712 0.33605 0.31677 0.30487 0.92313 1.4681 1.9883 2.3546 2.5729 2.3994 2.2059 1.7684 1.2117 0.72613 0.45056 0.70532 0.59519 0.30749 0.23543 0.22343 0.56823 0.70279 0.60537 0.60744 0.021399 -0.47548 -0.60639 -0.27442 -0.13309 0.2565
2 1.9017 2.391 2.4534 2.3728 2.1598 1.8597 1.5291 1.5437 1.13 1.256 1.1801 1.0119 1.2313 1.4865 1.7143 1.7262 1.7123 2.0282 1.9466 1.7549 2.0216 2.0298 1.6047 1.2957 0.91059 0.81745 0.40754 0.39954 0.47565 0.1068 0.012855 -0.073395 -0.15244 -0.42557 -0.73317 -1.0051 -0.73407 -0.35983 0.23797 0.3518 0.35842 0.26661 0.057401 0.082781 -0.12074 -0.40819 0.00012288 0.44945 0.25138 0.6218 1.3945 1.1698 1.1779 0.88687 0.97211 0.39491 -0.11032 -0.16741 -0.20483 0.010336 0.34234 0.33137 0.30578 0.28686 0.41041 -0.012032 0.1744 0.021786 0.10234 0.2375 0.20428 -0.24667 -0.15109 -0.28222 -0.33689 -0.36197 -0.58776 -0.62728 -0.61232 -0.29837 -0.57792 -0.58173 -0.37901 -0.4974 -0.93431 -0.89469 -0.47923 -0.0076664 0.42161 0.65271 0.73186 0.79112 1.3309 1.942 2.1977 2.2805 2.1514 1.8555 1.6609 0.81976 0.24883 0.14719 0.055397 0.25894 -0.052987 0.086512 -0.3559 -0.31566 -0.42427 -0.48911 -0.66437 -0.41383 -0.006033 -0.19993 -0.029889 0.17737 0.47298 0.029543 0.10889 0.42959 0.38295 0.090822 -0.064873 -0.3651 -0.2014 -0.38206 -0.83665 -0.65884 -0.48585 0.30983 0.50951 1.0433 1.1398 0.92753 0.37777 -0.21739 -0.80579 -1.4534 -1.6879 -2.2169 -2.1147 -1.7239 -1.0437 -0.77149 -0.53883 -0.73442 -0.40015 -0.85645 -0.61049 -0.15782 -0.097409 -0.19009 -0.01475 0.10103 0.2003 0.67808 1.4294 2.0145 1.9161 1.7043 1.4361 0.67813 -0.10077 0.24318 0.50915 0.62495 0.74748 1.0488 0.96754 0.56925 0.55492 0.71763 1.0338 1.2518 1.5824 1.4961 1.3709 1.3382 1.4673 1.5934 1.5381 1.4336 1.5285 1.421 1.2951 1.2019 1.4541 1.43 0.88437 1.3673 1.3802 1.3728 1.1314 0.87447 0.63977 0.48249 0.39044 0.53609 0.31711 0.35235 0.43272 0.76634 0.84375 1.2144 1.416 1.416 1.0825 1.1736 1.3418 1.4054 1.5319 1.257 0.63446 0.30781 -0.33057 -0.26149 -0.39758 -0.76693 -0.6154 -0.62158 -0.81877 -0.51616 -0.64541 -0.57744 -0.34344 -0.025022 0.32229 -0.087212 0.038643 0.11885 -0.42375 -0.85336 -0.63511 -0.055083 0.74339 1.0679 0.86544 1.3407 1.9096 2.0689 1.8307 1.4347 1.3962 0.69083 0.49613 0.485 0.50419 0.932 1.0127 0.92021 0.7497 1.2525 1.4824 1.0465 0.86359 0.90729 0.56704 0.17076 0.28167 0.60579 1.0816 1.2062
2.5 1.4706 2.0959 2.0153 1.8972 1.387 1.0013 0.78798 0.62712 0.74742 0.83899 1.0107 1.3622 1.7608 2.0611 2.2515 1.9576 1.4378 1.2983 1.4783 1.2808 1.4821 1.419 1.2054 1.1229 0.72885 0.43555 0.014261 -0.14453 0.010237 -0.092798 -0.35215 -0.25047 -0.31536 0.13765 -0.15278 0.036846 0.20933 0.62251 0.42544 0.43823 0.19885 -0.42801 -0.39325 -0.54536 -0.59918 -0.39739 0.32067 0.6278 0.72945 0.95883 1.1811 1.6363 1.1539 0.91977 1.0081 1.1988 0.5037 -0.03534 -0.22123 0.011399 0.037535 0.2985 0.5546 0.43681 0.35334 -0.1067 -0.48462 -0.704 -0.080322 -0.15029 -0.36346 -0.6204 -0.44218 -0.87473 -1.1598 -0.62509 -0.55948 -0.57757 -0.75363 -1.1187 -1.3296 -1.355 -1.5517 -1.0988 -0.82138 -0.20528 0.035799 0.16696 0.56675 0.56708 1.1032 1.4799 1.9031 2.2201 2.6578 2.3962 1.6471 1.2886 1.2394 0.74981 0.19499 -0.08097 -0.14529 -0.11563 -0.097296 -0.0091319 -0.13171 -0.0086151 -0.31396 0.01641 -0.28544 -0.15126 0.027664 0.15382 0.26572 0.42092 0.55552 0.59974 0.0049126 -0.3087 -0.26199 -0.69447 -1.0912 -0.97531 -0.939 -0.74889 -0.87215 -0.51545 -0.10098 0.56843 1.0651 1.004 0.47201 0.58542 0.051221 -0.38724 -0.25303 -0.059365 -0.53701 -0.78394 -0.75273 -0.63337 -0.47825 -0.24181 -0.32831 -0.31387 -0.0056653 -0.11751 -0.55121 -0.69247 -0.079155 -0.17458 -0.02449 0.64843 1.2536 1.5621 1.3297 1.5709 1.0784 0.82533 0.53666 -0.26911 -0.82051 -0.10723 0.60696 0.98505 0.96077 1.2123 1.4679 1.1241 1.1012 0.93503 1.5344 1.7058 1.8844 1.5745 1.5901 1.4523 1.231 1.2076 1.0624 1.0599 0.84011 0.76534 0.57211 0.77529 1.0243 1.0547 0.83444 1.0623 1.0298 1.1718 0.8379 0.64872 0.79438 0.96798 0.93038 0.92015 0.82512 0.48933 0.78265 1.017 1.2344 1.2432 1.0047 1.0615 1.0221 1.0387 1.2697 1.1111 0.78416 0.96429 0.78241 0.44303 0.037354 0.055068 -0.43782 -1.0428 -0.85557 -0.60291 -0.54548 -0.54331 -0.49279 -0.66562 -0.70334 -0.34295 -0.33515 -0.021943 -0.36988 -0.38932 -0.68615 -0.8025 -0.59593 -0.18775 0.67792 1.0637 0.95309 1.1497 1.1676 0.89186 0.55355 0.36138 0.057261 -0.232 -0.13685 0.087141 0.46814 0.65748 0.9202 1.202 1.4656 1.8023 1.7199 1.244 0.86963 0.77351 1.1165 1.2003 1.2944 1.4442 1.8825 2.0641
3 0.69274 0.70117 0.94037 0.82074 0.38058 0.034858 0.072039 0.10636 0.29868 0.53611 1.1264 1.5762 1.6253 1.9728 2.0425 1.81 1.5862 1.0247 0.91827 0.96874 0.736 0.3584 0.42875 0.4797 0.53692 0.059221 -0.26906 -0.60718 -0.98356 -0.58147 -0.89869 -0.71297 -0.077416 0.2298 0.57454 0.96471 1.1577 1.0508 0.55931 0.13781 -0.29791 -0.6773 -0.71836 -0.96215 -0.6583 -0.073691 0.24518 0.53425 1.1286 1.0388 0.96869 1.1974 1.0328 1.0694 1.1003 1.3667 1.2114 0.541 0.17309 -0.078538 -0.29497 0.023959 0.23777 0.38503 0.064825 -0.046422 -0.55505 -0.8597 -0.81269 -0.74966 -1.2838 -1.2187 -1.3403 -1.2985 -1.3238 -1.2157 -0.71941 -0.85427 -1.2942 -1.6869 -1.6044 -1.7366 -1.719 -1.1677 -0.29488 0.36795 0.49644 0.46173 0.41716 0.77499 1.4924 2.0877 2.1517 2.1376 2.2738 1.7968 1.1779 0.57026 0.47849 0.58689 0.17275 -0.30419 -0.24943 -0.35145 -0.23954 -0.32475 0.30638 0.12018 0.1583 0.29837 0.46813 0.40967 0.44859 0.59991 0.56622 0.41105 0.50856 0.6274 -0.13667 -0.77045 -1.0111 -1.2151 -1.491 -1.3438 -1.1718 -1.103 -0.47104 -0.21876 0.58186 0.61972 0.84644 0.40035 0.024822 -0.15124 -0.21436 -0.046143 0.32702 0.58816 0.85546 0.99504 0.78969 0.79544 0.46522 0.2865 -0.0038918 0.23978 0.2519 0.3196 -0.14019 -0.28743 -0.039853 0.36838 0.5064 1.0772 1.7749 1.7627 1.156 0.47324 -0.1004 -0.45079 -0.86658 -0.90818 -0.66385 -0.59705 0.18412 0.60008 0.87548 0.83583 1.053 1.1658 0.87004 1.0406 1.4371 1.4816 1.3515 1.3211 1.3793 1.2393 1.0366 0.74249 0.53292 0.42798 0.28732 0.10124 0.025698 0.12939 0.12103 0.145 0.62891 0.4141 0.58844 0.4787 0.32835 0.27585 0.61454 0.6201 0.8874 0.76579 1.1019 0.86231 0.99969 0.96897 1.0917 0.93043 0.73591 0.76174 0.89445 0.8689 0.85396 0.67221 0.19639 0.41282 0.73177 0.4703 0.49576 0.056063 -0.35702 -0.56324 -0.96068 -0.70871 -0.33679 -0.77163 -0.61256 -0.78673 -0.65944 -0.62647 -0.49509 -0.16945 -0.54136 -0.99922 -0.65717 -0.40729 -0.43089 0.048929 0.2154 0.58442 0.73922 0.56811 0.10912 -0.3599 -0.72801 -0.81022 -1.1053 -0.78115 -0.64731 -0.42689 0.097996 0.0044493 0.65038 1.3553 1.8972 1.7258 1.4178 1.1772 0.87792 0.66908 1.3019 1.9069 1.9038 2.1778 1.9292 1.8412
3.5 -0.22582 -0.73036 -0.55457 -0.66762 -0.76436 -0.7988 -0.67311 -0.46568 -0.27228 -0.060129 0.66981 1.1255 1.1515 1.2345 1.1331 1.335 1.0983 0.72001 0.43316 0.44792 -0.22698 -0.36761 -0.41853 -0.62177 -0.34046 -0.33897 -0.51319 -1.0221 -1.0448 -0.96416 -0.6538 -0.54824 0.1917 0.45718 1.0663 1.2769 1.2917 0.9772 0.29007 -0.38996 -0.8623 -0.74228 -1.1137 -0.76626 -0.29391 0.20868 0.095125 0.4061 0.65623 0.64679 0.65084 0.49514 0.86255 0.95502 1.1601 0.9676 1.2594 1.0066 0.7488 0.24514 -0.1033 -0.20076 -0.14451 -0.16829 -0.57706 -0.55911 -0.66342 -0.68763 -1.4038 -1.7768 -1.8499 -1.9992 -1.9144 -1.4415 -1.0969 -1.368 -1.1892 -1.1922 -1.5113 -1.8002 -1.5658 -1.5826 -1.1067 -0.98815 -0.07743 0.2679 0.46115 0.73013 0.72622 1.252 1.4986 1.9078 1.9077 1.7114 1.0986 0.84807 0.58884 0.18506 -0.22676 -0.1225 -0.25688 -0.60654 -0.58985 -0.542 -0.40558 -0.28723 0.071161 0.39715 0.57418 0.50012 1.0104 0.88547 0.67358 0.92848 0.76872 0.62952 0.3209 0.034054 -0.21436 -0.90285 -1.3049 -1.21 -1.1839 -1.2093 -1.0517 -0.81442 -0.15488 0.44878 0.79376 0.55025 0.06403 -0.013325 -0.20763 -0.71711 -0.44291 0.12694 0.39139 0.95167 1.6418 2.033 1.9931 1.4962 1.1412 0.55086 0.51918 0.70228 0.67425 0.64848 0.52849 0.32536 0.26791 0.82363 1.3199 1.4004 1.4359 1.0117 0.46649 -0.61422 -0.92304 -1.4599 -1.551 -0.93324 -0.40158 -0.59765 -0.39025 0.1396 0.21995 0.088311 0.062794 0.31867 0.29976 0.77832 0.55674 0.42157 0.31458 0.66316 0.68725 0.62618 0.50086 0.31576 -0.040165 -0.15164 -0.24597 -0.35412 -0.39576 -0.39339 -0.52668 -0.24064 0.078466 -0.047071 -0.0073191 -0.23434 -0.15302 0.060153 -0.056241 0.17575 0.21392 0.36885 0.78908 1.071 0.66417 0.77071 0.54378 0.32636 0.42971 0.56181 0.59233 0.58512 0.33427 0.14399 0.068341 -0.073573 0.16756 0.39164 0.39377 0.10699 0.12251 0.11552 -0.51365 -0.58808 -0.63194 -0.60628 -0.65735 -0.29114 -0.097761 -0.4235 -0.37719 -0.62003 -0.6571 -0.90329 -0.70201 -0.4059 -0.13283 -0.1608 -0.31025 -0.27179 0.005194 -0.48246 -1.1147 -1.4956 -1.7644 -1.8148 -1.6943 -1.2396 -0.93622 -0.5723 -0.44514 -0.080595 0.52845 1.1319 1.3764 1.0062 0.65014 0.94992 1.143 1.3131 1.4952 1.9679 2.2436 1.9847 1.4459 1.0629
