 0.00000000e+00 -2.04180000e-03
 3.93100000e-02 -7.52100000e-04
 7.86200000e-02 4.20400000e-04
 1.17940000e-01 1.82740000e-03
 1.57250000e-01 3.11710000e-03
 1.96560000e-01 4.40690000e-03
 2.35870000e-01 5.57940000e-03
 2.75180000e-01 6.51740000e-03
 3.14500000e-01 7.10360000e-03
 3.53810000e-01 7.45540000e-03
 3.93120000e-01 7.92440000e-03
 4.32430000e-01 8.62780000e-03
 4.71740000e-01 9.21410000e-03
 5.11060000e-01 9.68310000e-03
 5.50370000e-01 9.91760000e-03
 5.89680000e-01 1.01521000e-02
 6.28990000e-01 1.01521000e-02
 6.68300000e-01 9.80030000e-03
 7.07620000e-01 9.44860000e-03
 7.46930000e-01 8.74510000e-03
 7.86240000e-01 8.04160000e-03
 8.25550000e-01 7.10360000e-03
 8.64860000e-01 5.93110000e-03
 9.04180000e-01 4.52410000e-03
 9.43490000e-01 3.11710000e-03
 9.82800000e-01 1.71020000e-03
 1.02211000e+00 3.03200000e-04
 1.06142000e+00 -1.10380000e-03
 1.10074000e+00 -2.51080000e-03
 1.14005000e+00 -3.68330000e-03
 1.17936000e+00 -4.85580000e-03
 1.21867000e+00 -5.79380000e-03
 1.25798000e+00 -6.49730000e-03
 1.29730000e+00 -7.08350000e-03
 1.33661000e+00 -7.55250000e-03
 1.37592000e+00 -7.78700000e-03
 1.41523000e+00 -8.13880000e-03
 1.45454000e+00 -8.49050000e-03
 1.49386000e+00 -8.72500000e-03
 1.53317000e+00 -8.95950000e-03
 1.57248000e+00 -9.07670000e-03
 1.61179000e+00 -9.07670000e-03
 1.65110000e+00 -9.07670000e-03
 1.69042000e+00 -8.95950000e-03
 1.72973000e+00 -8.72500000e-03
 1.76904000e+00 -8.25600000e-03
 1.80835000e+00 -7.66980000e-03
 1.84766000e+00 -6.84900000e-03
 1.88698000e+00 -5.91100000e-03
 1.92629000e+00 -4.85580000e-03
 1.96560000e+00 -3.68330000e-03
 2.00491000e+00 -2.62810000e-03
 2.04422000e+00 -1.45560000e-03
 2.08354000e+00 -4.86000000e-05
 2.12285000e+00 1.24120000e-03
 2.16216000e+00 2.64820000e-03
 2.20147000e+00 4.05510000e-03
 2.24078000e+00 5.11040000e-03
 2.28010000e+00 6.16560000e-03
 2.31941000e+00 6.86910000e-03
