-160.000000	-0.000161
-159.914509	0.000118
-159.829018	0.000151
-159.743527	-0.000160
-159.658036	-0.000225
-159.572545	0.000059
-159.487054	0.000103
-159.401563	-0.000199
-159.316072	-0.000260
-159.230581	0.000030
-159.145090	0.000086
-159.059599	-0.000206
-158.974108	-0.000263
-158.888617	0.000033
-158.803127	0.000099
-158.717636	-0.000186
-158.632145	-0.000241
-158.546654	0.000058
-158.461163	0.000132
-158.375672	-0.000150
-158.290181	-0.000207
-158.204690	0.000093
-158.119199	0.000170
-158.033708	-0.000112
-157.948217	-0.000172
-157.862726	0.000126
-157.777235	0.000206
-157.691744	-0.000076
-157.606253	-0.000142
-157.520762	0.000155
-157.435271	0.000236
-157.349780	-0.000047
-157.264289	-0.000119
-157.178798	0.000174
-157.093307	0.000256
-157.007816	-0.000030
-156.922325	-0.000108
-156.836834	0.000181
-156.751343	0.000264
-156.665852	-0.000025
-156.580362	-0.000110
-156.494871	0.000176
-156.409380	0.000259
-156.323889	-0.000031
-156.238398	-0.000122
-156.152907	0.000161
-156.067416	0.000246
-155.981925	-0.000045
-155.896434	-0.000141
-155.810943	0.000141
-155.725452	0.000230
-155.639961	-0.000060
-155.554470	-0.000159
-155.468979	0.000122
-155.383488	0.000215
-155.297997	-0.000073
-155.212506	-0.000174
-155.127015	0.000108
-155.041524	0.000207
-154.956033	-0.000079
-154.870542	-0.000182
-154.785051	0.000102
-154.699560	0.000206
-154.614069	-0.000077
-154.528578	-0.000180
-154.443087	0.000105
-154.357596	0.000214
-154.272106	-0.000065
-154.186615	-0.000170
-154.101124	0.000117
-154.015633	0.000231
-153.930142	-0.000046
-153.844651	-0.000153
-153.759160	0.000133
-153.673669	0.000251
-153.588178	-0.000025
-153.502687	-0.000135
-153.417196	0.000151
-153.331705	0.000273
-153.246214	-0.000001
-153.160723	-0.000114
-153.075232	0.000171
-152.989741	0.000295
-152.904250	0.000020
-152.818759	-0.000097
-152.733268	0.000186
-152.647777	0.000311
-152.562286	0.000033
-152.476795	-0.000090
-152.391304	0.000189
-152.305813	0.000314
-152.220322	0.000036
-152.134831	-0.000093
-152.049340	0.000183
-151.963850	0.000311
-151.878359	0.000033
-151.792868	-0.000098
-151.707377	0.000177
-151.621886	0.000306
-151.536395	0.000027
-151.450904	-0.000109
-151.365413	0.000165
-151.279922	0.000295
-151.194431	0.000013
-151.108940	-0.000128
-151.023449	0.000144
-150.937958	0.000279
-150.852467	-0.000001
-150.766976	-0.000144
-150.681485	0.000131
-150.595994	0.000274
-150.510503	0.000001
-150.425012	-0.000138
-150.339521	0.000139
-150.254030	0.000287
-150.168539	0.000016
-150.083048	-0.000126
-149.997557	0.000148
-149.912066	0.000291
-149.826575	0.000016
-149.741085	-0.000128
-149.655594	0.000153
-149.570103	0.000308
-149.484612	0.000041
-149.399121	-0.000097
-149.313630	0.000190
-149.228139	0.000346
-149.142648	0.000073
-149.057157	-0.000070
-148.971666	0.000230
-148.886175	0.000414
-148.800684	0.000153
-148.715193	-0.000008
-148.629702	0.000261
-148.544211	0.000425
-148.458720	0.000164
-148.373229	0.000008
-148.287738	0.000266
-148.202247	0.000405
-148.116756	0.000132
-148.031265	-0.000005
-147.945774	0.000287
-147.860283	0.000430
-147.774792	0.000118
-147.689301	-0.000055
-147.603810	0.000247
-147.518319	0.000429
-147.432829	0.000121
-147.347338	-0.000103
-147.261847	0.000141
-147.176356	0.000306
-147.090865	0.000014
-147.005374	-0.000202
-146.919883	0.000029
-146.834392	0.000190
-146.748901	-0.000070
-146.663410	-0.000238
-146.577919	0.000009
-146.492428	0.000147
-146.406937	-0.000123
-146.321446	-0.000242
-146.235955	0.000079
-146.150464	0.000239
-146.064973	-0.000079
-145.979482	-0.000248
-145.893991	0.000082
-145.808500	0.000271
-145.723009	-0.000066
-145.637518	-0.000283
-145.552027	0.000047
-145.466536	0.000314
-145.381045	0.000067
-145.295554	-0.000124
-145.210064	0.000172
-145.124573	0.000405
-145.039082	0.000171
-144.953591	0.000039
-144.868100	0.000390
-144.782609	0.000614
-144.697118	0.000290
-144.611627	0.000032
-144.526136	0.000300
-144.440645	0.000521
-144.355154	0.000250
-144.269663	0.000031
-144.184172	0.000268
-144.098681	0.000407
-144.013190	0.000087
-143.927699	-0.000068
-143.842208	0.000296
-143.756717	0.000471
-143.671226	0.000044
-143.585735	-0.000222
-143.500244	0.000194
-143.414753	0.000529
-143.329262	0.000133
-143.243771	-0.000328
-143.158280	-0.000133
-143.072789	0.000223
-142.987298	0.000084
-142.901808	-0.000175
-142.816317	-0.000066
-142.730826	0.000024
-142.645335	-0.000218
-142.559844	-0.000244
-142.474353	0.000213
-142.388862	0.000400
-142.303371	-0.000060
-142.217880	-0.000308
-142.132389	0.000193
-142.046898	0.000557
-141.961407	0.000073
-141.875916	-0.000448
-141.790425	-0.000153
-141.704934	0.000324
-141.619443	0.000121
-141.533952	-0.000290
-141.448461	-0.000146
-141.362970	0.000154
-141.277479	-0.000018
-141.191988	-0.000245
-141.106497	0.000004
-141.021006	0.000228
-140.935515	-0.000050
-140.850024	-0.000219
-140.764533	0.000194
-140.679043	0.000432
-140.593552	-0.000088
-140.508061	-0.000517
-140.422570	-0.000077
-140.337079	0.000448
-140.251588	0.000146
-140.166097	-0.000335
-140.080606	-0.000059
-139.995115	0.000437
-139.909624	0.000254
-139.824133	-0.000132
-139.738642	0.000122
-139.653151	0.000548
-139.567660	0.000332
-139.482169	-0.000062
-139.396678	0.000161
-139.311187	0.000531
-139.225696	0.000279
-139.140205	-0.000086
-139.054714	0.000209
-138.969223	0.000607
-138.883732	0.000276
-138.798241	-0.000228
-138.712750	0.000001
-138.627259	0.000467
-138.541768	0.000270
-138.456277	-0.000128
-138.370787	0.000145
-138.285296	0.000577
-138.199805	0.000241
-138.114314	-0.000341
-138.028823	-0.000139
-137.943332	0.000414
-137.857841	0.000245
-137.772350	-0.000342
-137.686859	-0.000319
-137.601368	0.000129
-137.515877	0.000107
-137.430386	-0.000209
-137.344895	-0.000097
-137.259404	0.000145
-137.173913	-0.000129
-137.088422	-0.000404
-137.002931	0.000054
-136.917440	0.000556
-136.831949	0.000125
-136.746458	-0.000555
-136.660967	-0.000246
-136.575476	0.000566
-136.489985	0.000529
-136.404494	-0.000160
-136.319003	-0.000253
-136.233512	0.000247
-136.148021	0.000331
-136.062531	0.000011
-135.977040	0.000079
-135.891549	0.000349
-135.806058	0.000108
-135.720567	-0.000234
-135.635076	0.000115
-135.549585	0.000545
-135.464094	0.000021
-135.378603	-0.000808
-135.293112	-0.000614
-135.207621	0.000137
-135.122130	-0.000047
-135.036639	-0.000985
-134.951148	-0.001225
-134.865657	-0.000763
-134.780166	-0.000932
-134.694675	-0.001799
-134.609184	-0.002034
-134.523693	-0.001478
-134.438202	-0.001748
-134.352711	-0.004093
-134.267220	-0.008088
-134.181729	-0.012151
-134.096238	-0.013984
-134.010747	-0.011571
-133.925256	-0.005660
-133.839766	-0.000187
-133.754275	0.001910
-133.668784	0.002098
-133.583293	0.003228
-133.497802	0.004868
-133.412311	0.004803
-133.326820	0.003609
-133.241329	0.003841
-133.155838	0.005780
-133.070347	0.008200
-132.984856	0.012415
-132.899365	0.020480
-132.813874	0.029358
-132.728383	0.032353
-132.642892	0.027639
-132.557401	0.020399
-132.471910	0.014737
-132.386419	0.008415
-132.300928	-0.001694
-132.215437	-0.013410
-132.129946	-0.022146
