# 0.00000000e+00 2.75400000e+02 3.12400000e+02 6.42600000e+02 1.59340000e+03
 0.00000000e+00 -4.20000000e-02 -8.00000000e-03 8.00000000e-03 -2.00000000e-02
 7.07000000e-02 -4.20000000e-02 -8.00000000e-03 8.00000000e-03 -2.10000000e-02
 1.41400000e-01 -3.90000000e-02 -6.00000000e-03 8.00000000e-03 -2.10000000e-02
 2.12100000e-01 -3.80000000e-02 -6.00000000e-03 6.00000000e-03 -2.10000000e-02
 2.82800000e-01 -3.80000000e-02 -6.00000000e-03 6.00000000e-03 -2.10000000e-02
 3.53600000e-01 -3.80000000e-02 -6.00000000e-03 6.00000000e-03 -2.10000000e-02
 4.24300000e-01 -3.60000000e-02 -6.00000000e-03 6.00000000e-03 -2.10000000e-02
 4.95000000e-01 -3.40000000e-02 -6.00000000e-03 6.00000000e-03 -2.20000000e-02
 5.65700000e-01 -3.40000000e-02 -4.00000000e-03 5.00000000e-03 -2.30000000e-02
 6.36400000e-01 -3.60000000e-02 -6.00000000e-03 5.00000000e-03 -2.20000000e-02
 7.07100000e-01 -3.60000000e-02 -6.00000000e-03 5.00000000e-03 -2.10000000e-02
 7.77800000e-01 -3.80000000e-02 -6.00000000e-03 4.00000000e-03 -1.80000000e-02
 8.48500000e-01 -3.80000000e-02 -6.00000000e-03 4.00000000e-03 -1.80000000e-02
 9.19200000e-01 -3.80000000e-02 -4.00000000e-03 4.00000000e-03 -1.80000000e-02
 9.89900000e-01 -3.60000000e-02 -2.00000000e-03 4.00000000e-03 -2.00000000e-02
 1.06070000e+00 -3.60000000e-02 -2.00000000e-03 2.00000000e-03 -2.00000000e-02
 1.13140000e+00 -3.40000000e-02 -2.00000000e-03 2.00000000e-03 -1.80000000e-02
 1.20210000e+00 -3.40000000e-02 -2.00000000e-03 4.00000000e-03 -1.80000000e-02
 1.27280000e+00 -3.40000000e-02 -4.00000000e-03 5.00000000e-03 -1.80000000e-02
 1.34350000e+00 -3.40000000e-02 -6.00000000e-03 5.00000000e-03 -1.80000000e-02
 1.41420000e+00 -3.40000000e-02 -4.00000000e-03 5.00000000e-03 -1.80000000e-02
 1.48490000e+00 -3.40000000e-02 -2.00000000e-03 5.00000000e-03 -1.80000000e-02
 1.55560000e+00 -3.40000000e-02 -2.00000000e-03 6.00000000e-03 -1.80000000e-02
